				
Time	keytime	target	cy	hy
1047.255	49.41807	2	-0.9818726	0.6615263
1047.295	49.42807	2	-0.9573059	0.8524674
1047.335	49.4438	2	-0.8944702	0.8718893
1047.367	49.4614	2	-0.7810059	1.020904
1047.391	49.4714	2	-0.7419434	1.090673
1047.421	49.48478	2	-0.5933533	1.228554
1047.465	49.49477	2	-0.5237427	1.340129
1047.494	49.50477	2	-0.499176	1.41732
1047.529	49.51477	2	-0.4403992	1.510076
1047.561	49.52477	2	-0.3565979	1.469775
1047.594	49.53477	2	-0.3287659	1.63494
1047.622	49.54821	2	-0.1556091	1.773114
1047.655	49.56078	2	-0.1543274	1.815389
1047.689	49.57077	2	-0.137085	1.808886
1047.732	49.58077	2	-0.04977417	1.906451
1047.762	49.59077	2	-0.09069824	1.977632
1047.79	49.60077	2	-0.08099365	1.878178
1047.822	49.61647	2	-0.06878662	1.854357
1047.863	49.62646	2	0.01971618	1.958429
1047.892	49.63646	2	0.1964547	2.291126
1047.922	49.65061	2	1.181962	3.141129
1047.964	49.66061	2	1.92366	3.882353
1048.001	49.6706	2	3.231087	5.221536
1048.034	49.6806	2	4.896859	6.931484
1048.061	49.6906	2	6.95939	9.307477
1048.095	49.7006	2	9.473501	11.68673
1048.134	49.71554	2	12.7963	15.10309
1048.165	49.72554	2	14.96407	17.05068
1048.194	49.73553	2	17.86545	19.91436
1048.236	49.75284	2	21.5558	23.6655
1048.266	49.76793	2	24.43844	26.47417
1048.287	49.78106	2	26.42276	28.57493
1048.337	49.79651	2	30.23762	32.58714
1048.359	49.80651	2	30.82298	33.24251
1048.388	49.81983	2	34.28526	36.83875
1048.421	49.83283	2	35.66207	38.23128
1048.471	49.84283	2	37.65563	39.62138
1048.501	49.85283	2	39.64954	41.6768
1048.531	49.86282	2	40.99379	43.01244
1048.565	49.87282	2	41.74036	44.1197
1048.597	49.88282	2	42.7654	44.9807
1048.632	49.89282	2	42.595	45.69018
1048.662	49.90282	2	43.56824	46.35843
1048.694	49.91282	2	44.56086	46.99961
1048.737	49.9317	2	44.78603	48.08941
1048.769	49.94551	2	45.57344	48.63003
1048.793	49.95551	2	46.00399	49.02949
1048.833	49.96925	2	47.76128	50.00654
1048.86	49.97925	2	48.18729	50.42335
1048.89	49.98925	2	48.55263	50.74092
1048.92	50.00241	2	48.79809	51.19952
1048.963	50.01241	2	48.88786	51.3411
1048.996	50.0224	2	48.97631	51.47199
1049.033	50.03817	2	48.97338	51.48223
1049.054	50.05323	2	48.91931	51.425
1049.103	50.06323	2	48.86475	51.37045
1052.12	50.07734	-3	2.109747	3.689894
1052.166	50.09146	-3	2.097462	3.65699
1052.19	50.10146	-3	2.069664	3.613913
1052.221	50.11455	-3	2.05316	3.653247
1052.266	50.12455	-3	2.052454	3.576794
1052.295	50.14348	-3	2.083487	3.768788
1052.332	50.15348	-3	2.098019	3.74063
1052.361	50.16348	-3	2.133404	3.786031
1052.391	50.17347	-3	2.157394	3.692042
1052.442	50.18347	-3	2.201183	3.808707
1052.461	50.19347	-3	2.217107	3.804122
1052.497	50.20347	-3	2.206167	3.847103
1052.531	50.22768	-3	2.153893	3.750637
1052.57	50.23768	-3	2.111204	3.730166
1052.597	50.24768	-3	2.07275	3.641822
1052.636	50.27206	-3	2.061744	3.608168
1052.675	50.28206	-3	2.062372	3.608071
1052.702	50.29206	-3	1.960886	3.550081
1052.729	50.30206	-3	1.440423	2.974635
1052.767	50.32908	-3	-0.4600525	0.9982154
1052.808	50.33908	-3	-1.900665	-0.3179932
1052.836	50.34908	-3	-3.570862	-2.051819
1052.863	50.35907	-3	-6.299683	-4.918396
1052.889	50.36907	-3	-8.611572	-7.171082
1052.941	50.37907	-3	-13.87012	-12.20255
1052.968	50.38907	-3	-16.99295	-15.05399
1052.996	50.39907	-3	-19.84576	-18.06964
1053.036	50.42508	-3	-27.24396	-25.60333
1053.078	50.43508	-3	-30.39246	-28.93674
1053.104	50.44508	-3	-34.86816	-33.3418
1053.14	50.46946	-3	-42.26367	-40.33133
1053.17	50.49723	-3	-45.82559	-43.84784
1053.212	50.50723	-3	-49.26767	-47.40778
1053.239	50.51722	-3	-53.5369	-51.66757
1053.264	50.52722	-3	-56.40173	-54.48129
1053.29	50.53722	-3	-58.86783	-57.03976
1053.344	50.54722	-3	-63.54395	-61.68521
1053.374	50.55722	-3	-64.71539	-62.7334
1053.398	50.56721	-3	-66.47147	-64.57538
1053.435	50.5937	-3	-68.44675	-67.53308
1053.478	50.60369	-3	-69.26422	-68.43146
1053.505	50.61369	-3	-70.21423	-68.67627
1053.534	50.62369	-3	-70.84467	-70.23456
1053.56	50.63369	-3	-71.496	-70.04547
1053.598	50.65962	-3	-72.77322	-71.35864
1053.638	50.66962	-3	-73.63318	-72.30002
1053.668	50.67962	-3	-74.27399	-73.71042
1053.694	50.68962	-3	-74.86371	-74.28323
1053.734	50.71824	-3	-76.13132	-74.97256
1053.773	50.72824	-3	-76.40805	-74.91345
1053.788	50.74229	-3	-76.52838	-75.42975
1053.837	50.75588	-3	-76.3898	-75.27313
1053.869	50.76588	-3	-76.27307	-75.12866
1056.935	50.78386	1	-1.834869	-0.1643677
1056.954	50.79731	1	-2.53006	-0.7898254
1056.991	50.80731	1	-2.918732	-1.193665
1057.029	50.81731	1	-3.217194	-1.487762
1057.062	50.82731	1	-3.495239	-1.856171
1057.09	50.83731	1	-3.788971	-1.997345
1057.12	50.85252	1	-3.881226	-2.094147
1057.169	50.87015	1	-3.839996	-1.970825
1057.195	50.88015	1	-3.833374	-1.910522
1057.235	50.90947	1	-3.722198	-1.83847
1057.266	50.92558	1	-3.609192	-1.897705
1057.297	50.94168	1	-3.530151	-1.895081
1057.32	50.9543	1	-3.361481	-1.740936
1057.363	50.97571	1	-3.060608	-1.324982
1057.4	50.99	1	-2.637451	-0.9327698
1057.42	51.00444	1	-1.974548	-0.3348999
1057.465	51.02002	1	-1.322357	0.5824046
1057.491	51.03002	1	-0.9898987	0.942039
1057.531	51.04002	1	-0.2714539	1.640258
1057.561	51.05001	1	0.1382579	2.026886
1057.594	51.06001	1	0.181371	1.995152
1057.635	51.076	1	0.2888651	2.086374
1057.665	51.09182	1	0.7692093	2.666937
1057.694	51.10182	1	1.733986	3.643181
1057.737	51.12237	1	4.850335	6.741436
1057.769	51.13823	1	6.701396	8.831702
1057.798	51.15179	1	9.325774	11.73147
1057.83	51.16179	1	11.0643	13.30273
1057.863	51.17179	1	14.75036	16.99397
1057.895	51.18179	1	17.62499	19.62931
1057.937	51.19526	1	20.6424	22.64124
1057.968	51.2107	1	22.93055	25.03954
1057.997	51.2207	1	23.82922	26.08039
1058.03	51.2307	1	26.11345	28.01907
1058.059	51.2407	1	27.47803	29.41977
1058.096	51.25069	1	28.42049	30.45307
1058.13	51.27333	1	29.219	31.30422
1061.169	51.28704	3	-0.7418823	1.021825
1061.193	51.29704	3	-0.7122192	1.019947
1061.236	51.31259	3	-0.6959534	1.113832
1061.267	51.33015	3	-0.7103882	1.042283
1061.286	51.34388	3	-0.7572937	1.114994
1061.34	51.35803	3	-0.8453979	0.9333254
1061.365	51.36803	3	-0.863678	0.925386
1061.394	51.37803	3	-0.8563843	0.8787438
1061.434	51.39315	3	-0.8699341	0.9371812
1061.463	51.40692	3	-1.041351	0.7720987
1061.502	51.41692	3	-1.359467	0.349696
1061.533	51.42347	3	-2.358459	-0.7528992
1061.562	51.43889	3	-3.663025	-2.073029
1061.597	51.44889	3	-4.978821	-3.472687
1061.636	51.46268	3	-8.304199	-6.670532
1061.665	51.47268	3	-8.94278	-7.374176
1061.699	51.48268	3	-12.38165	-10.8432
1061.738	51.49639	3	-15.86633	-14.27777
1061.759	51.50639	3	-17.7323	-15.9964
1061.789	51.51638	3	-19.20895	-17.43237
1061.834	51.53727	3	-20.89328	-18.89084
1061.868	51.54207	3	-20.39658	-18.48154
1061.896	51.55816	3	-18.57611	-16.82217
1061.934	51.5758	3	-16.05127	-14.3985
1061.966	51.59266	3	-12.9198	-11.37134
1061.99	51.60266	3	-11.17392	-9.569733
1062.031	51.61592	3	-5.273468	-3.814331
1062.062	51.62592	3	-2.136383	-0.4584961
1062.093	51.63591	3	1.204617	3.277393
1062.13	51.64591	3	5.690113	7.703321
1062.161	51.65591	3	11.76232	14.13873
1062.205	51.66591	3	16.56179	18.54041
1062.232	51.68205	3	23.34499	24.97056
1062.267	51.68698	3	27.78042	29.77748
1062.294	51.69698	3	30.01751	32.1988
1062.334	51.71157	3	36.34198	38.68252
1062.362	51.72561	3	41.5258	42.70502
1062.393	51.73561	3	44.21096	45.43717
1062.434	51.75204	3	47.48698	49.50835
1062.464	51.76204	3	50.51215	51.62962
1062.493	51.77204	3	53.17044	53.86682
1062.532	51.78719	3	55.37189	56.01685
1062.56	51.79719	3	55.09524	57.30082
1062.601	51.80998	3	56.08438	58.28591
1062.639	51.82483	3	56.17223	59.37243
1062.659	51.83483	3	56.17223	59.89376
1062.688	51.84483	3	56.17223	60.69491
1062.737	51.85152	3	56.17223	63.53551
1062.762	51.86152	3	56.17223	64.03384
1062.793	51.87152	3	56.17223	65.72438
1062.833	51.88763	3	56.17223	65.92223
1062.867	51.89201	3	56.17223	67.11123
1062.896	51.90753	3	56.17223	68.20292
1062.931	51.91753	3	56.17223	69.08676
1062.961	51.92752	3	56.17223	71.5023
1062.988	51.93752	3	56.17223	71.83858
1063.028	51.95267	3	56.17223	73.63968
1063.06	51.96267	3	56.17223	73.76114
1063.097	51.97266	3	56.17223	73.79028
1063.135	51.98507	3	56.17223	74.7111
1063.164	51.99842	3	56.17223	75.1927
1063.196	52.01586	3	56.17223	76.22477
1063.229	52.02586	3	56.17223	76.47009
1063.259	52.03585	3	56.17223	76.57794
1063.289	52.04585	3	56.17223	76.73126
1063.331	52.05585	3	56.17223	77.13876
1063.359	52.06585	3	56.17223	77.29166
1063.396	52.07585	3	56.17223	77.65565
1066.43	52.08585	-2	0.7058001	2.493358
1066.459	52.09584	-2	0.7127594	2.393272
1066.49	52.10584	-2	0.7018485	2.318944
1066.533	52.12602	-2	0.6344098	2.223664
1066.56	52.13602	-2	0.6467065	2.403808
1066.591	52.14602	-2	0.6958007	2.464646
1066.634	52.16159	-2	0.7942882	2.533468
1066.659	52.17159	-2	0.8556683	2.609127
1066.697	52.186	-2	0.9370649	2.737103
1066.741	52.2081	-2	0.9131278	2.770835
1066.761	52.21809	-2	0.8273157	2.714264
1066.794	52.22809	-2	0.7277879	2.568861
1066.836	52.24448	-2	-0.1454163	1.639707
1066.864	52.25447	-2	-0.5057983	1.033733
1066.89	52.26447	-2	-1.283569	0.3222397
1066.942	52.27447	-2	-3.387115	-1.916351
1066.969	52.28447	-2	-5.299561	-3.865326
1066.998	52.29447	-2	-7.136871	-5.427063
1067.033	52.31857	-2	-10.97217	-9.592224
1067.075	52.32857	-2	-13.16202	-11.55145
1067.101	52.33857	-2	-15.4819	-13.79019
1067.132	52.34856	-2	-18.8782	-16.98264
1067.167	52.37306	-2	-23.48264	-21.74109
1067.208	52.38306	-2	-25.89841	-24.22058
1067.235	52.39306	-2	-28.22299	-26.59503
1067.264	52.40306	-2	-31.35449	-29.46616
1067.289	52.41306	-2	-33.42325	-31.84979
1067.343	52.42305	-2	-37.07593	-35.51752
1067.37	52.43305	-2	-39.41046	-37.96146
1067.398	52.44305	-2	-41.51443	-39.78168
1067.434	52.46985	-2	-45.0144	-43.11688
1067.477	52.47985	-2	-47.1626	-45.30829
1067.504	52.48985	-2	-48.69232	-46.72607
1067.533	52.49985	-2	-50.0629	-48.1666
1067.559	52.50985	-2	-51.21091	-49.28885
1067.611	52.51984	-2	-53.03278	-51.21161
1067.638	52.52984	-2	-53.35049	-51.48264
1067.665	52.53984	-2	-53.44028	-51.6124
1067.692	52.54984	-2	-53.36841	-51.50339
1070.766	52.55984	-1	-0.6895752	1.411503
1070.789	52.56984	-1	-0.730957	1.410536
1070.83	52.58529	-1	-0.7643433	1.427838
1070.872	52.59529	-1	-0.8153076	1.336399
1070.896	52.60822	-1	-0.8643799	1.395972
1070.933	52.61822	-1	-0.6878662	1.355125
1070.964	52.63372	-1	-0.71875	1.313425
1070.988	52.64371	-1	-0.7356567	1.263467
1071.039	52.66564	-1	-0.7904663	1.341829
1071.059	52.67564	-1	-0.7793274	1.292918
1071.091	52.68563	-1	-0.7702942	1.303795
1071.136	52.69563	-1	-0.7618408	1.322289
1071.169	52.70258	-1	-0.7565918	1.354513
1071.195	52.71257	-1	-0.7077332	1.373936
1071.238	52.72891	-1	-0.7878723	1.309427
1071.258	52.73891	-1	-0.8991089	1.224563
1071.288	52.74891	-1	-1.165161	0.9327218
1071.329	52.76438	-1	-1.474518	0.4814521
1071.367	52.78291	-1	-1.933624	-0.2293091
1071.396	52.79752	-1	-2.038788	-0.3513794
1071.429	52.80752	-1	-1.917206	-0.1767578
1071.46	52.81752	-1	-1.454926	0.5263161
1071.497	52.82752	-1	-0.9319458	0.8716679
1071.541	52.8412	-1	0.5775017	2.565467
1071.561	52.8512	-1	1.073496	2.958209
1071.595	52.86119	-1	1.944551	3.807189
1071.633	52.87599	-1	3.04313	5.047144
1071.659	52.88599	-1	3.567869	5.586475
1071.69	52.89598	-1	4.902963	6.967597
1071.741	52.90598	-1	7.665972	9.808171
1071.762	52.9184	-1	9.683263	11.71032
1071.797	52.9284	-1	10.98185	12.96594
1071.837	52.94618	-1	12.22067	14.41465
1071.866	52.96043	-1	12.51986	14.70769
1071.896	52.9743	-1	12.17181	14.32455
1071.936	52.98135	-1	11.07544	13.24021
1071.967	52.99499	-1	9.337018	11.44136
1071.994	53.00499	-1	7.834573	9.70262
1072.033	53.01921	-1	4.784313	6.810344
1072.066	53.03606	-1	1.948617	3.899947
1072.101	53.04605	-1	-1.338684	0.4453511
1072.137	53.05894	-1	-5.571198	-4.071136
1072.159	53.06894	-1	-6.524567	-4.792389
1072.189	53.07894	-1	-9.94519	-8.316132
1072.229	53.09241	-1	-14.44241	-12.75949
1072.266	53.10863	-1	-16.78259	-15.11093
1072.295	53.11863	-1	-17.74789	-16.16501
1072.335	53.13316	-1	-19.90634	-18.1264
1072.365	53.14754	-1	-20.99149	-19.1514
1072.396	53.16421	-1	-21.52765	-19.65149
1072.432	53.17421	-1	-22.26712	-19.99634
1072.47	53.18908	-1	-22.31061	-20.4931
1072.491	53.19908	-1	-22.55893	-20.8132
1072.531	53.21617	-1	-23.1058	-21.30933
1072.563	53.23217	-1	-23.51242	-21.82587
1072.593	53.24217	-1	-23.84451	-22.19843
1072.63	53.25217	-1	-24.31302	-22.65494
1072.663	53.26217	-1	-24.69797	-23.02838
1072.695	53.27216	-1	-25.16946	-23.53598
1072.737	53.28782	-1	-25.87704	-24.34399
1072.764	53.3013	-1	-26.15619	-24.65408
1072.794	53.3113	-1	-26.53287	-24.80975
1072.836	53.32832	-1	-26.76343	-25.30246
1072.866	53.34226	-1	-26.75491	-25.33786
1075.896	53.35226	3	-0.04205322	1.632939
1075.93	53.37021	3	0.003945187	1.615341
1075.969	53.38585	3	0.03924781	1.701148
1075.999	53.39965	3	0.0630675	1.778919
1076.028	53.41475	3	0.1145585	1.882041
1076.059	53.42475	3	0.1297483	1.942189
1076.099	53.43475	3	0.1468212	1.895308
1076.13	53.44122	3	0.1731073	1.946915
1076.164	53.45121	3	0.2143042	1.976041
1076.197	53.46761	3	0.2018252	1.931455
1076.232	53.4776	3	0.2042257	1.990748
1076.262	53.4876	3	0.2129557	1.940657
1076.292	53.4976	3	0.2294841	2.017755
1076.333	53.51352	3	0.3343948	2.116062
1076.364	53.53086	3	0.5323575	2.302649
1076.397	53.54086	3	0.7505383	2.523652
1076.44	53.55515	3	1.495179	3.26492
1076.47	53.5695	3	2.139339	3.812152
1076.488	53.5795	3	2.650121	4.355194
1076.529	53.61136	3	4.687152	6.50486
1076.559	53.62136	3	5.602642	7.475087
1076.591	53.63136	3	7.637084	9.569979
1076.634	53.64526	3	11.53324	13.5188
1076.668	53.66139	3	14.31248	16.38196
1076.707	53.67139	3	16.58664	18.40662
1076.735	53.68139	3	19.7781	21.54587
1076.759	53.69138	3	22.47858	24.04877
1076.809	53.70138	3	26.86487	28.80599
1076.835	53.71138	3	29.31021	31.22775
1076.863	53.72138	3	30.83633	32.83189
1076.891	53.73138	3	33.51313	35.82848
1076.944	53.74137	3	37.65393	40.30939
1076.97	53.75137	3	41.98227	43.10625
1076.997	53.76137	3	44.14518	45.19348
1077.036	53.78902	3	47.51276	49.05503
1077.08	53.79902	3	50.68196	51.45156
1077.105	53.80902	3	52.45963	53.11367
1077.132	53.81902	3	53.45767	54.54562
1077.159	53.82902	3	55.08922	55.75112
1077.212	53.83902	3	55.71688	57.9941
1077.24	53.84901	3	56.06443	58.88536
1077.266	53.85901	3	56.06443	60.10972
1077.292	53.86901	3	56.06443	61.26019
1077.329	53.89573	3	56.06443	64.52589
1077.374	53.90573	3	56.06443	65.93118
1077.4	53.91573	3	56.06443	65.88777
1077.436	53.94209	3	56.06443	68.16619
1077.463	53.96785	3	56.06443	69.30939
1077.508	53.97784	3	56.06443	71.32137
1077.533	53.98784	3	56.06443	71.86999
1077.559	53.99784	3	56.06443	73.24477
1077.6	54.02457	3	56.06443	73.72247
1077.642	54.03457	3	56.06443	74.23564
1077.667	54.04457	3	56.06443	74.92074
1077.694	54.05457	3	56.06443	76.44302
1077.734	54.08146	3	56.06443	77.02766
1077.775	54.09146	3	56.06443	77.35939
1077.8	54.10146	3	56.06443	77.77298
1077.84	54.12899	3	56.06443	78.20172
1077.87	54.13898	3	56.06443	79.16564
1080.89	54.14898	2	1.504972	3.342036
1080.935	54.16929	2	1.688785	3.37596
1080.967	54.18507	2	1.816073	3.453345
1080.995	54.19953	2	1.905015	3.660124
1081.032	54.20953	2	1.962912	3.842145
1081.066	54.23293	2	2.049233	3.914368
1081.101	54.24293	2	2.067808	3.931426
1081.137	54.25445	2	2.093058	3.957194
1081.159	54.26445	2	2.072922	3.941598
1081.191	54.27445	2	2.066078	3.920793
1081.239	54.29236	2	1.993866	3.822559
1081.27	54.3067	2	1.931805	3.716434
1081.289	54.3167	2	1.91098	3.660954
1081.329	54.33321	2	1.893096	3.677205
1081.375	54.3432	2	1.936259	3.694818
1081.399	54.3532	2	2.009691	3.827924
1081.436	54.37964	2	2.117085	3.963189
1081.463	54.4057	2	2.147841	3.961564
1081.506	54.4157	2	2.160562	4.007691
1081.542	54.4257	2	2.307184	4.089638
1081.56	54.4357	2	2.917729	4.77037
1081.597	54.46097	2	4.163233	5.996198
1081.638	54.47097	2	5.259179	7.226365
1081.667	54.48097	2	6.516436	8.458817
1081.693	54.49097	2	8.456303	10.41459
1081.732	54.51809	2	11.97016	13.98066
1081.775	54.52809	2	13.84585	15.90284
1081.801	54.53809	2	16.36092	18.55551
1081.837	54.56372	2	20.7788	22.66705
1081.865	54.59054	2	23.57438	25.08099
1081.909	54.60054	2	26.80982	28.80546
1081.933	54.61054	2	29.5286	31.64772
1081.96	54.62054	2	32.18177	34.16494
1081.999	54.64867	2	36.60621	38.88906
1082.042	54.65866	2	38.98448	41.54667
1082.067	54.66866	2	41.91328	42.68063
1082.094	54.67866	2	42.83186	44.70874
1082.137	54.70689	2	45.23384	47.22586
1082.176	54.71689	2	46.62956	48.72149
1082.202	54.72689	2	47.24492	49.71273
1082.229	54.73689	2	48.82762	50.76184
1082.269	54.76312	2	50.89185	52.91998
1082.31	54.77312	2	53.72383	54.33858
1082.335	54.78312	2	54.2793	55.23549
1082.362	54.79311	2	55.32499	56.03912
1082.389	54.80311	2	56.43728	56.58377
1082.442	54.81311	2	54.75513	57.22178
1082.469	54.82311	2	54.7035	57.2194
1082.497	54.83311	2	55.10397	57.1027
1082.534	54.86007	2	53.97358	56.32376
1082.575	54.87006	2	53.93444	55.80117
1082.602	54.88006	2	52.79232	55.26288
1082.631	54.89006	2	52.73331	54.76448
1082.668	54.91577	2	52.03625	54.03288
1082.71	54.92577	2	51.93002	53.82423
1082.729	54.93577	2	51.8478	53.72041
1082.767	54.94577	2	51.70584	53.64983
1085.797	54.96095	-3	2.176019	4.290439
1085.829	54.97095	-3	2.113428	4.230259
1085.86	54.98095	-3	2.025771	4.091973
1085.897	54.99557	-3	1.918797	4.062959
1085.932	55.00557	-3	1.85995	4.040349
1085.963	55.02517	-3	1.780856	3.897038
1085.997	55.03517	-3	1.727677	3.817273
1086.028	55.04963	-3	1.716436	3.792315
1086.058	55.05962	-3	1.727903	3.769197
1086.097	55.07343	-3	1.772596	3.842535
1086.137	55.08799	-3	1.799874	3.889392
1086.166	55.10352	-3	1.756098	3.796412
1086.2	55.1207	-3	1.6073	3.71106
1086.232	55.1307	-3	1.359336	3.453939
1086.284	55.14258	-3	1.000971	2.880355
1086.298	55.17389	-3	0.7442608	2.709722
1086.33	55.19117	-3	0.3351488	2.141594
1086.362	55.19686	-3	-0.2893066	1.473723
1086.396	55.20686	-3	-1.117249	0.6374992
1086.433	55.22236	-3	-2.482361	-0.8106689
1086.464	55.24121	-3	-3.527344	-1.942047
1086.501	55.25121	-3	-5.086456	-3.315308
1086.529	55.2612	-3	-6.468048	-4.886139
1086.569	55.2712	-3	-9.135651	-7.688721
1086.595	55.28767	-3	-11.57629	-10.08337
1086.629	55.29767	-3	-13.56821	-12.10605
1086.664	55.30767	-3	-17.25427	-15.56125
1086.697	55.31708	-3	-20.66125	-18.76913
1086.733	55.33676	-3	-23.84299	-22.10864
1086.762	55.35006	-3	-27.23428	-25.48999
1086.798	55.36005	-3	-30.69501	-29.12042
1086.829	55.37005	-3	-33.1825	-31.73236
1086.87	55.38221	-3	-38.26233	-36.72629
1086.893	55.39221	-3	-40.32867	-38.44839
1086.933	55.40221	-3	-44.54126	-42.64215
1086.963	55.4122	-3	-47.03226	-45.18225
1086.998	55.42521	-3	-50.81735	-49.00446
1087.037	55.43521	-3	-53.44287	-51.66449
1087.062	55.45103	-3	-55.86224	-54.04547
1087.1	55.46103	-3	-57.96545	-56.14899
1087.135	55.472	-3	-59.91025	-58.27103
1087.166	55.48537	-3	-60.7648	-59.16345
1087.19	55.49537	-3	-61.26657	-59.67456
1087.231	55.5117	-3	-62.27997	-60.77173
1087.266	55.52169	-3	-62.8761	-61.284
1087.298	55.53169	-3	-63.43799	-61.78119
1087.328	55.54456	-3	-64.15601	-62.42856
1087.363	55.56098	-3	-64.59708	-62.9501
1087.399	55.57098	-3	-65.03284	-63.45084
1087.435	55.58098	-3	-65.96988	-64.56073
1087.465	55.59585	-3	-66.87357	-66.26501
1087.497	55.61433	-3	-67.81793	-67.2832
1087.535	55.63121	-3	-68.74979	-68.32693
1087.566	55.64417	-3	-69.93741	-68.69778
1087.595	55.65934	-3	-71.17703	-69.85431
1087.629	55.66934	-3	-71.99136	-70.64905
1087.672	55.67934	-3	-73.16034	-72.61249
1087.699	55.69264	-3	-73.8443	-72.41437
1087.73	55.70692	-3	-74.32263	-72.85071
1087.777	55.71692	-3	-74.71777	-73.98877
1087.798	55.72692	-3	-74.77573	-74.05374
1087.835	55.73963	-3	-74.86487	-74.12115
1087.863	55.75245	-3	-74.84772	-74.14954
1087.898	55.76245	-3	-74.84396	-74.14331
1087.93	55.77245	-3	-74.78815	-74.10904
1087.966	55.7842	-3	-74.8844	-74.09796
1087.991	55.7942	-3	-74.86975	-74.0986
1088.033	55.80896	-3	-75.09381	-74.26559
1088.064	55.825	-3	-75.40024	-74.51968
1088.098	55.835	-3	-75.67847	-74.75302
1088.129	55.84479	-3	-76.13373	-75.16043
1088.167	55.86554	-3	-76.39575	-75.0545
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
				
