Time	keytime	target	cameray	heady	camerax	headx	cameraz	headz	
10.962	1.598593	0	0	0	0	0	0	0	
10.977	1.613172	0	0	0	0	0	0	0	
10.991	1.626871	0	0	0	0	0	0	0	
11.004	1.639963	0	0	0	0	0	0	0	
11.016	1.652154	0	0	0	0	0	0	0	
11.027	1.663754	0	0	0	0	0	0	0	
11.056	1.692153	0	0	0	0	0	0	0	
11.068	1.704339	0	0	0	0	0	0	0	
11.083	1.719156	0	0	0	0	0	0	0	
11.096	1.732321	0	0	0	0	0	0	0	
11.111	1.746626	0	0	0	0	0	0	0	
11.122	1.75825	0	0	0	0	0	0	0	
11.135	1.771613	0	0	0	0	0	0	0	
11.149	1.78487	0	0	0	0	0	0	0	
11.163	1.79885	0	0	0	0	0	0	0	
11.176	1.811676	0	0	0	0	0	0	0	
11.189	1.825028	0	0	0	0	0	0	0	
11.201	1.837646	0	0	0	0	0	0	0	
11.216	1.852474	0	0	0	0	0	0	0	
11.229	1.865018	0	0	0	0	0	0	0	
11.241	1.877969	0	0	0	0	0	0	0	
11.255	1.891806	0	0	0	0	0	0	0	
11.270	1.905583	0	0	0	0	0	0	0	
11.283	1.919184	0	0	0	0	0	0	0	
11.295	1.931113	0	0	0	0	0	0	0	
11.308	1.944253	0	0	0	0	0	0	0	
11.324	1.959619	0	0	0	0	0	0	0	
11.336	1.972475	0	0	0	0	0	0	0	
11.349	1.984792	0	0	0	0	0	0	0	
14.390	1.997451	-3	0	0	0	0	0	0	
14.402	2.010267	-3	0	0	0	0	0	0	
14.415	2.023427	-3	0	0	0	0	0	0	
14.438	2.045075	-3	0	0	0	0	0	0	
14.449	2.056049	-3	0	0	0	0	0	0	
14.457	2.064977	-3	0	0	0	0	0	0	
14.469	2.076149	-3	0	0	0	0	0	0	
14.481	2.088305	-3	0	0	0	0	0	0	
14.495	2.102949	-3	0	0	0	0	0	0	
14.508	2.11615	-3	0	0	0	0	0	0	
14.522	2.130007	-3	0	0	0	0	0	0	
14.536	2.144077	-3	0	0	0	0	0	0	
14.548	2.156098	-3	0	0	0	0	0	0	
14.562	2.169921	-3	0	0	0	0	0	0	
14.576	2.183668	-3	0	0	0	0	0	0	
14.589	2.196975	-3	0	0	0	0	0	0	
14.602	2.209944	-3	0	0	0	0	0	0	
14.616	2.224269	-3	0	0	0	0	0	0	
14.644	2.251679	-3	0	0	0	0	0	0	
14.656	2.263548	-3	0	0	0	0	0	0	
14.668	2.275845	-3	0	0	0	0	0	0	
14.684	2.291191	-3	0	0	0	0	0	0	
14.696	2.30374	-3	0	0	0	0	0	0	
14.708	2.316167	-3	0	0	0	0	0	0	
14.724	2.331389	-3	0	0	0	0	0	0	
14.735	2.343361	-3	0	0	0	0	0	0	
14.751	2.358368	-3	0	0	0	0	0	0	
14.763	2.370641	-3	0	0	0	0	0	0	
14.775	2.382262	-3	0	0	0	0	0	0	
14.789	2.396894	-3	0	0	0	0	0	0	
14.802	2.409685	-3	0	0	0	0	0	0	
14.817	2.424726	-3	0	0	0	0	0	0	
14.828	2.436023	-3	0	0	0	0	0	0	
14.841	2.4489	-3	0	0	0	0	0	0	
14.856	2.463286	-3	0	0	0	0	0	0	
14.870	2.477829	-3	0	0	0	0	0	0	
14.882	2.489746	-3	0	0	0	0	0	0	
14.895	2.503029	-3	0	0	0	0	0	0	
14.909	2.517051	-3	0	0	0	0	0	0	
14.923	2.529912	-3	0	0	0	0	0	0	
14.938	2.545322	-3	0	0	0	0	0	0	
14.948	2.556092	-3	0	0	0	0	0	0	
14.961	2.568602	-3	0	0	0	0	0	0	
14.975	2.582569	-3	0	0	0	0	0	0	
14.990	2.597486	-3	0	0	0	0	0	0	
15.004	2.612314	-3	0	0	0	0	0	0	
15.017	2.625344	-3	0	0	0	0	0	0	
15.028	2.635653	-3	0	0	0	0	0	0	
15.041	2.648737	-3	0	0	0	0	0	0	
15.056	2.664255	-3	0	0	0	0	0	0	
15.069	2.677436	-3	0	0	0	0	0	0	
15.082	2.690037	-3	0	0	0	0	0	0	
15.094	2.702146	-3	0	0	0	0	0	0	
15.109	2.716305	-3	0	0	0	0	0	0	
15.124	2.731632	-3	0	0	0	0	0	0	
15.137	2.744404	-3	0	0	0	0	0	0	
15.148	2.756366	-3	0	0	0	0	0	0	
15.161	2.769052	-3	0	0	0	0	0	0	
15.176	2.783704	-3	0	0	0	0	0	0	
15.190	2.797803	-3	0	0	0	0	0	0	
15.202	2.809875	-3	0	0	0	0	0	0	
15.216	2.823394	-3	0	0	0	0	0	0	
18.242	2.833392	-1	0	0	0	0	0	0	
18.257	2.848309	-1	0	0	0	0	0	0	
18.278	2.869203	-1	0	0	0	0	0	0	
18.290	2.881929	-1	0	0	0	0	0	0	
18.302	2.893236	-1	0	0	0	0	0	0	
18.312	2.903412	-1	0	0	0	0	0	0	
18.321	2.913199	-1	0	0	0	0	0	0	
18.337	2.928507	-1	0	0	0	0	0	0	
18.348	2.939975	-1	0	0	0	0	0	0	
18.361	2.95193	-1	0	0	0	0	0	0	
18.375	2.966837	-1	0	0	0	0	0	0	
18.388	2.979651	-1	0	0	0	0	0	0	
18.403	2.994212	-1	0	0	0	0	0	0	
18.415	3.006823	-1	0	0	0	0	0	0	
18.427	3.019245	-1	0	0	0	0	0	0	
18.443	3.034902	-1	0	0	0	0	0	0	
18.455	3.046365	-1	0	0	0	0	0	0	
18.469	3.060977	-1	0	0	0	0	0	0	
18.482	3.073474	-1	0	0	0	0	0	0	
18.495	3.086848	-1	0	0	0	0	0	0	
18.508	3.099532	-1	0	0	0	0	0	0	
18.521	3.113005	-1	0	0	0	0	0	0	
18.535	3.127006	-1	0	0	0	0	0	0	
18.548	3.139525	-1	0	0	0	0	0	0	
18.561	3.152591	-1	0	0	0	0	0	0	
18.575	3.166382	-1	0	0	0	0	0	0	
18.589	3.180384	-1	0	0	0	0	0	0	
18.602	3.193401	-1	0	0	0	0	0	0	
18.615	3.20656	-1	0	0	0	0	0	0	
18.627	3.218756	-1	0	0	0	0	0	0	
18.643	3.234058	-1	0	0	0	0	0	0	
18.656	3.247307	-1	0	0	0	0	0	0	
18.668	3.259861	-1	0	0	0	0	0	0	
18.682	3.273162	-1	0	0	0	0	0	0	
18.694	3.286157	-1	0	0	0	0	0	0	
18.710	3.301442	-1	0	0	0	0	0	0	
18.723	3.314422	-1	0	0	0	0	0	0	
18.735	3.326541	-1	0	0	0	0	0	0	
18.749	3.340019	-1	0	0	0	0	0	0	
18.761	3.352569	-1	0	0	0	0	0	0	
18.778	3.368916	-1	0	0	0	0	0	0	
18.789	3.380289	-1	0	0	0	0	0	0	
18.802	3.393828	-1	0	0	0	0	0	0	
18.815	3.40679	-1	0	0	0	0	0	0	
18.827	3.41887	-1	0	0	0	0	0	0	
18.843	3.434144	-1	0	0	0	0	0	0	
18.855	3.446989	-1	0	0	0	0	0	0	
18.868	3.45997	-1	0	0	0	0	0	0	
18.895	3.486554	-1	0	0	0	0	0	0	
18.908	3.499137	-1	0	0	0	0	0	0	
18.922	3.513207	-1	0	0	0	0	0	0	
18.936	3.527647	-1	0	0	0	0	0	0	
18.948	3.540007	-1	0	0	0	0	0	0	
18.964	3.554662	-1	0	0	0	0	0	0	
18.977	3.569103	-1	0	0	0	0	0	0	
18.988	3.579847	-1	0	0	0	0	0	0	
19.003	3.59461	-1	0	0	0	0	0	0	
19.017	3.608606	-1	0	0	0	0	0	0	
19.030	3.621659	-1	0	0	0	0	0	0	
19.041	3.633091	-1	0	0	0	0	0	0	
19.056	3.6476	-1	0	0	0	0	0	0	
19.068	3.659612	-1	0	0	0	0	0	0	
19.083	3.674892	-1	0	0	0	0	0	0	
19.095	3.686857	-1	0	0	0	0	0	0	
19.109	3.700257	-1	0	0	0	0	0	0	
19.122	3.71339	-1	0	0	0	0	0	0	
19.136	3.727321	-1	0	0	0	0	0	0	
19.148	3.739486	-1	0	0	0	0	0	0	
19.160	3.751993	-1	0	0	0	0	0	0	
19.175	3.76699	-1	0	0	0	0	0	0	
19.189	3.7803	-1	0	0	0	0	0	0	
19.203	3.794175	-1	0	0	0	0	0	0	
19.215	3.806104	-1	0	0	0	0	0	0	
19.227	3.818941	-1	0	0	0	0	0	0	
19.242	3.833393	-1	0	0	0	0	0	0	
19.257	3.848572	-1	0	0	0	0	0	0	
19.270	3.861388	-1	0	0	0	0	0	0	
19.282	3.873691	-1	0	0	0	0	0	0	
19.294	3.885548	-1	0	0	0	0	0	0	
19.309	3.90066	-1	0	0	0	0	0	0	
19.326	3.916874	-1	0	0	0	0	0	0	
19.337	3.928932	-1	0	0	0	0	0	0	
19.349	3.940203	-1	0	0	0	0	0	0	
19.362	3.953225	-1	0	0	0	0	0	0	
19.374	3.966	-1	0	0	0	0	0	0	
19.389	3.980357	-1	0	0	0	0	0	0	
19.401	3.992631	-1	0	0	0	0	0	0	
19.414	4.006238	-1	0	0	0	0	0	0	
19.428	4.019435	-1	0	0	0	0	0	0	
19.443	4.034925	-1	0	0	0	0	0	0	
19.457	4.048361	-1	0	0	0	0	0	0	
19.468	4.059214	-1	0	0	0	0	0	0	
19.481	4.072373	-1	0	0	0	0	0	0	
19.494	4.085883	-1	0	0	0	0	0	0	
19.513	4.104259	-1	0	0	0	0	0	0	
19.525	4.11702	-1	0	0	0	0	0	0	
19.536	4.127303	-1	0	0	0	0	0	0	
19.547	4.138936	-1	0	0	0	0	0	0	
19.560	4.151728	-1	0	0	0	0	0	0	
19.576	4.167712	-1	0	0	0	0	0	0	
19.600	4.191625	-1	0	0	0	0	0	0	
19.614	4.206296	-1	0	0	0	0	0	0	
19.628	4.219252	-1	0	0	0	0	0	0	
19.643	4.233875	-1	0	0	0	0	0	0	
19.656	4.247197	-1	0	0	0	0	0	0	
19.668	4.259581	-1	0	0	0	0	0	0	
19.682	4.273381	-1	0	0	0	0	0	0	
19.695	4.286621	-1	0	0	0	0	0	0	
19.709	4.30022	-1	0	0	0	0	0	0	
19.722	4.3132	-1	0	0	0	0	0	0	
19.736	4.327531	-1	0	0	0	0	0	0	
19.747	4.338666	-1	0	0	0	0	0	0	
19.762	4.353491	-1	0	0	0	0	0	0	
19.775	4.366566	-1	0	0	0	0	0	0	
19.787	4.379352	-1	0	0	0	0	0	0	
19.802	4.393744	-1	0	0	0	0	0	0	
19.817	4.408122	-1	0	0	0	0	0	0	
19.831	4.421616	-1	0	0	0	0	0	0	
19.842	4.433562	-1	0	0	0	0	0	0	
19.854	4.445481	-1	0	0	0	0	0	0	
19.869	4.460368	-1	0	0	0	0	0	0	
19.884	4.47478	-1	0	0	0	0	0	0	
19.899	4.490221	-1	0	0	0	0	0	0	
19.907	4.498835	-1	0	0	0	0	0	0	
19.921	4.512296	-1	0	0	0	0	0	0	
19.935	4.52647	-1	0	0	0	0	0	0	
19.949	4.540686	-1	0	0	0	0	0	0	
19.961	4.55323	-1	0	0	0	0	0	0	
19.974	4.56596	-1	0	0	0	0	0	0	
19.988	4.579887	-1	0	0	0	0	0	0	
20.001	4.592617	-1	0	0	0	0	0	0	
20.017	4.60814	-1	0	0	0	0	0	0	
20.028	4.619908	-1	0	0	0	0	0	0	
20.041	4.633107	-1	0	0	0	0	0	0	
20.055	4.646768	-1	0	0	0	0	0	0	
20.069	4.66033	-1	0	0	0	0	0	0	
20.083	4.673954	-1	0	0	0	0	0	0	
20.094	4.685641	-1	0	0	0	0	0	0	
20.108	4.699517	-1	0	0	0	0	0	0	
20.122	4.713579	-1	0	0	0	0	0	0	
20.136	4.727922	-1	0	0	0	0	0	0	
20.147	4.739465	-1	0	0	0	0	0	0	
20.161	4.752959	-1	0	0	0	0	0	0	
20.175	4.767182	-1	0	0	0	0	0	0	
20.189	4.780778	-1	0	0	0	0	0	0	
20.202	4.793537	-1	0	0	0	0	0	0	
20.216	4.806634	-1	0	0	0	0	0	0	
20.230	4.821392	-1	0	0	0	0	0	0	
20.243	4.834007	-1	0	0	0	0	0	0	
20.256	4.847823	-1	0	0	0	0	0	0	
20.269	4.860491	-1	0	0	0	0	0	0	
20.283	4.874583	-1	0	0	0	0	0	0	
20.296	4.887102	-1	0	0	0	0	0	0	
20.320	4.912103	-1	0	0	0	0	0	0	
20.331	4.922611	-1	0	0	0	0	0	0	
20.337	4.929026	-1	0	0	0	0	0	0	
20.351	4.94248	-1	0	0	0	0	0	0	
20.363	4.95521	-1	0	0	0	0	0	0	
20.375	4.966558	-1	0	0	0	0	0	0	
20.389	4.980083	-1	0	0	0	0	0	0	
20.402	4.993144	-1	0	0	0	0	0	0	
20.417	5.007981	-1	0	0	0	0	0	0	
20.429	5.020687	-1	0	0	0	0	0	0	
20.441	5.032336	-1	0	0	0	0	0	0	
20.457	5.047647	-1	0	0	0	0	0	0	
20.469	5.060767	-1	0	0	0	0	0	0	
23.509	5.073434	-2	0	0	0	0	0	0	
23.523	5.087064	-2	0	0	0	0	0	0	
23.542	5.107105	-2	0	0	0	0	0	0	
23.556	5.120615	-2	0	0	0	0	0	0	
23.567	5.132017	-2	0	0	0	0	0	0	
23.581	5.145575	-2	0	0	0	0	0	0	
23.588	5.153494	-2	0	0	0	0	0	0	
23.602	5.166842	-2	0	0	0	0	0	0	
23.615	5.180552	-2	0	0	0	0	0	0	
23.629	5.193922	-2	0	0	0	0	0	0	
23.641	5.206319	-2	0	0	0	0	0	0	
23.656	5.220708	-2	0	0	0	0	0	0	
23.671	5.235157	-2	0	0	0	0	0	0	
23.683	5.24789	-2	0	0	0	0	0	0	
23.697	5.261626	-2	0	0	0	0	0	0	
23.709	5.273549	-2	0	0	0	0	0	0	
23.721	5.285728	-2	0	0	0	0	0	0	
23.735	5.299747	-2	0	0	0	0	0	0	
23.748	5.313154	-2	0	0	0	0	0	0	
23.763	5.32748	-2	0	0	0	0	0	0	
23.775	5.340611	-2	0	0	0	0	0	0	
23.789	5.353512	-2	0	0	0	0	0	0	
23.803	5.367809	-2	0	0	0	0	0	0	
23.817	5.38221	-2	0	0	0	0	0	0	
23.827	5.392638	-2	0	0	0	0	0	0	
23.841	5.406358	-2	0	0	0	0	0	0	
23.855	5.420266	-2	0	0	0	0	0	0	
23.871	5.435468	-2	0	0	0	0	0	0	
23.882	5.447225	-2	0	0	0	0	0	0	
23.907	5.459178	-2	0	0	0	0	0	0	
23.918	5.483389	-2	0	0	0	0	0	0	
23.928	5.493018	-2	0	0	0	0	0	0	
23.937	5.502169	-2	0	0	0	0	0	0	
23.949	5.513476	-2	0	0	0	0	0	0	
23.961	5.525592	-2	0	0	0	0	0	0	
23.975	5.54039	-2	0	0	0	0	0	0	
23.989	5.5545	-2	0	0	0	0	0	0	
24.002	5.567374	-2	0	0	0	0	0	0	
24.016	5.580832	-2	0	0	0	0	0	0	
24.028	5.593038	-2	0	0	0	0	0	0	
24.041	5.605725	-2	0	0	0	0	0	0	
24.057	5.621903	-2	0	0	0	0	0	0	
24.069	5.633606	-2	0	0	0	0	0	0	
24.082	5.647253	-2	0	0	0	0	0	0	
24.097	5.661475	-2	0	0	0	0	0	0	
24.108	5.67299	-2	0	0	0	0	0	0	
24.121	5.686103	-2	0	0	0	0	0	0	
24.134	5.699221	-2	0	0	0	0	0	0	
24.149	5.714486	-2	0	0	0	0	0	0	
24.163	5.72789	-2	0	0	0	0	0	0	
24.175	5.73963	-2	0	0	0	0	0	0	
24.188	5.75282	-2	0	0	0	0	0	0	
24.202	5.767393	-2	0	0	0	0	0	0	
24.215	5.779693	-2	0	0	0	0	0	0	
24.229	5.793953	-2	0	0	0	0	0	0	
24.241	5.806012	-2	0	0	0	0	0	0	
24.255	5.819423	-2	0	0	0	0	0	0	
24.269	5.834	-2	0	0	0	0	0	0	
24.282	5.846263	-2	0	0	0	0	0	0	
24.295	5.860309	-2	0	0	0	0	0	0	
24.309	5.873717	-2	0	0	0	0	0	0	
24.322	5.88716	-2	0	0	0	0	0	0	
24.335	5.899596	-2	0	0	0	0	0	0	
24.349	5.913366	-2	0	0	0	0	0	0	
24.363	5.927785	-2	0	0	0	0	0	0	
24.375	5.940403	-2	0	0	0	0	0	0	
24.389	5.953796	-2	0	0	0	0	0	0	
24.402	5.96771	-2	0	0	0	0	0	0	
24.417	5.981367	-2	0	0	0	0	0	0	
24.429	5.993529	-2	0	0	0	0	0	0	
24.441	6.006018	-2	0	0	0	0	0	0	
24.455	6.019682	-2	0	0	0	0	0	0	
24.470	6.034868	-2	0	0	0	0	0	0	
24.481	6.046019	-2	0	0	0	0	0	0	
24.495	6.059835	-2	0	0	0	0	0	0	
24.508	6.072804	-2	0	0	0	0	0	0	
24.524	6.087049	-2	0	0	0	0	0	0	
24.536	6.101114	-2	0	0	0	0	0	0	
24.548	6.11358	-2	0	0	0	0	0	0	
24.562	6.127086	-2	0	0	0	0	0	0	
24.574	6.139574	-2	0	0	0	0	0	0	
24.589	6.154322	-2	0	0	0	0	0	0	
24.602	6.166431	-2	0	0	0	0	0	0	
24.627	6.191569	-2	0	0	0	0	0	0	
24.637	6.202352	-2	0	0	0	0	0	0	
24.650	6.214705	-2	0	0	0	0	0	0	
24.663	6.227926	-2	0	0	0	0	0	0	
24.671	6.235648	-2	0	0	0	0	0	0	
24.685	6.25062	-2	0	0	0	0	0	0	
24.698	6.262637	-2	0	0	0	0	0	0	
24.712	6.27694	-2	0	0	0	0	0	0	
24.724	6.288601	-2	0	0	0	0	0	0	
24.736	6.301155	-2	0	0	0	0	0	0	
24.750	6.315375	-2	0	0	0	0	0	0	
24.762	6.326964	-2	0	0	0	0	0	0	
24.777	6.342067	-2	0	0	0	0	0	0	
24.790	6.354731	-2	0	0	0	0	0	0	
24.802	6.367076	-2	0	0	0	0	0	0	
24.818	6.382424	-2	0	0	0	0	0	0	
24.828	6.39328	-2	0	0	0	0	0	0	
24.844	6.408318	-2	0	0	0	0	0	0	
24.857	6.421747	-2	0	0	0	0	0	0	
24.869	6.434329	-2	0	0	0	0	0	0	
24.884	6.448383	-2	0	0	0	0	0	0	
24.897	6.461902	-2	0	0	0	0	0	0	
24.907	6.472578	-2	0	0	0	0	0	0	
24.922	6.486648	-2	0	0	0	0	0	0	
24.935	6.50065	-2	0	0	0	0	0	0	
24.950	6.515141	-2	0	0	0	0	0	0	
24.963	6.527886	-2	0	0	0	0	0	0	
24.975	6.539621	-2	0	0	0	0	0	0	
24.988	6.552998	-2	0	0	0	0	0	0	
25.003	6.567235	-2	0	0	0	0	0	0	
25.016	6.581501	-2	0	0	0	0	0	0	
25.028	6.592675	-2	0	0	0	0	0	0	
25.041	6.606071	-2	0	0	0	0	0	0	
25.055	6.619755	-2	0	0	0	0	0	0	
25.070	6.634879	-2	0	0	0	0	0	0	
25.083	6.647688	-2	0	0	0	0	0	0	
25.095	6.659976	-2	0	0	0	0	0	0	
25.108	6.673702	-2	0	0	0	0	0	0	
25.122	6.687087	-2	0	0	0	0	0	0	
25.138	6.702626	-2	0	0	0	0	0	0	
25.150	6.715142	-2	0	0	0	0	0	0	
25.162	6.726989	-2	0	0	0	0	0	0	
25.176	6.740335	-2	0	0	0	0	0	0	
25.190	6.754137	-2	0	0	0	0	0	0	
25.203	6.767947	-2	0	0	0	0	0	0	
25.216	6.780794	-2	0	0	0	0	0	0	
25.228	6.793507	-2	0	0	0	0	0	0	
25.243	6.807485	-2	0	0	0	0	0	0	
25.256	6.821102	-2	0	0	0	0	0	0	
25.271	6.835596	-2	0	0	0	0	0	0	
25.282	6.847193	-2	0	0	0	0	0	0	
25.295	6.860586	-2	0	0	0	0	0	0	
25.327	6.892002	-2	0	0	0	0	0	0	
25.338	6.902779	-2	0	0	0	0	0	0	
25.349	6.91351	-2	0	0	0	0	0	0	
25.363	6.927814	-2	0	0	0	0	0	0	
25.375	6.940351	-2	0	0	0	0	0	0	
25.393	6.957257	-2	0	0	0	0	0	0	
25.405	6.969718	-2	0	0	0	0	0	0	
25.416	6.980884	-2	0	0	0	0	0	0	
25.429	6.993845	-2	0	0	0	0	0	0	
25.441	7.005628	-2	0	0	0	0	0	0	
25.456	7.021158	-2	0	0	0	0	0	0	
25.469	7.033722	-2	0	0	0	0	0	0	
25.482	7.047106	-2	0	0	0	0	0	0	
25.494	7.059434	-2	0	0	0	0	0	0	
25.509	7.07388	-2	0	0	0	0	0	0	
25.522	7.087094	-2	0	0	0	0	0	0	
25.536	7.100663	-2	0	0	0	0	0	0	
25.549	7.114066	-2	0	0	0	0	0	0	
25.562	7.126757	-2	0	0	0	0	0	0	
25.576	7.140358	-2	0	0	0	0	0	0	
25.589	7.153686	-2	0	0	0	0	0	0	
25.601	7.166242	-2	0	0	0	0	0	0	
25.618	7.182552	-2	0	0	0	0	0	0	
25.629	7.194047	-2	0	0	0	0	0	0	
25.641	7.205981	-2	0	0	0	0	0	0	
25.656	7.220589	-2	0	0	0	0	0	0	
25.670	7.234907	-2	0	0	0	0	0	0	
25.681	7.246156	-2	0	0	0	0	0	0	
25.695	7.260164	-2	0	0	0	0	0	0	
25.708	7.273785	-2	0	0	0	0	0	0	
25.724	7.288231	-2	0	0	0	0	0	0	
25.737	7.301509	-2	0	0	0	0	0	0	
25.749	7.313952	-2	0	0	0	0	0	0	
25.761	7.326064	-2	0	0	0	0	0	0	
25.775	7.339946	-2	0	0	0	0	0	0	
25.790	7.35481	-2	0	0	0	0	0	0	
25.803	7.367129	-2	0	0	0	0	0	0	
25.815	7.380351	-2	0	0	0	0	0	0	
25.828	7.393344	-2	0	0	0	0	0	0	
25.841	7.406115	-2	0	0	0	0	0	0	
25.856	7.42123	-2	0	0	0	0	0	0	
25.868	7.433627	-2	0	0	0	0	0	0	
25.882	7.446801	-2	0	0	0	0	0	0	
25.895	7.460203	-2	0	0	0	0	0	0	
25.909	7.473612	-2	0	0	0	0	0	0	
25.923	7.488233	-2	0	0	0	0	0	0	
25.936	7.501093	-2	0	0	0	0	0	0	
25.951	7.515419	-2	0	0	0	0	0	0	
25.962	7.526663	-2	0	0	0	0	0	0	
25.974	7.539583	-2	0	0	0	0	0	0	
25.989	7.554468	-2	0	0	0	0	0	0	
